yyyy,mm,tmax,tmin,af,rain,sun
1943,12,6.3,0.7,12,26,49.5
1944,1,9.2,3,6,36.3,41.2
1944,2,6.4,0.9,10,23.2,62.4
1944,3,10.3,1.2,10,6.5,142.7
1944,4,15.8,6.1,0,36.2,147
1944,5,18.3,6.5,1,18.1,235.6
1944,6,19,9.6,0,52.2,170.3
1944,7,21.5,13.1,0,56.2,97.5
1944,8,23.2,13,0,49,185.2
1944,9,17.9,8.6,0,64.8,143.8
1944,10,13.2,6.6,0,85.6,102
1944,11,9.8,3.6,4,91,49.3
1944,12,6,0.8,11,40.5,64.1
1945,1,3.2,-2,22,49.9,51.5
1945,2,10.9,4.7,0,46.8,65.7
1945,3,13.1,3.9,3,20.4,152.6
1945,4,16.1,5.6,2,32.6,209.1
1945,5,18,8.2,2,54,156.1
1945,6,19.7,10.8,0,66.2,182.4
1945,7,22.1,12.8,0,52,159
1945,8,21.3,11.7,0,37.2,144.8
1945,9,18.6,11.5,0,47.5,64.9
1945,10,16.5,8,0,69.4,111.7
1945,11,10,4.4,4,4.8,31
1945,12,8.1,2.5,4,88.9,46.6
1946,1,5.9,0.1,16,35.2,49.9
1946,2,9.4,4,3,56.1,78.7
1946,3,9.6,1.3,9,24.4,107.2
1946,4,16.1,5,0,34.4,203.3
1946,5,15.7,6.2,0,78.6,162.9
1946,6,18.1,9.5,0,58.3,149.8
1946,7,22.3,12.7,0,32.2,197.6
1946,8,20.1,11.4,0,92.2,134.8
1946,9,18.4,11,0,85.4,98.5
1946,10,13.7,7.1,3,20.2,79.3
1946,11,11.2,5.7,1,114.1,42.9
1946,12,6.2,-0.1,13,53.8,74.7
1947,1,4.9,-0.6,15,35.2,59.5
1947,2,-0.2,-4.4,26,42.5,26.3
1947,3,7.7,1.3,14,132.9,70.9
1947,4,13.8,5.2,0,47,150.5
1947,5,19.2,9,0,47.9,147.3
1947,6,21.5,11.4,0,27.4,185.9
1947,7,22.6,13.6,0,43.2,144.5
1947,8,25.8,13.1,0,15,274.9
1947,9,20.7,11.1,0,29.3,159.9
1947,10,15.8,5.6,2,10.5,107.3
1947,11,10.9,4.6,8,32.2,75.4
1947,12,8.1,2.8,6,44.9,37.9
1948,1,9.1,3.2,4,127.3,45.7
1948,2,7.9,2.2,11,22.6,92.9
1948,3,14,3.5,4,18.5,160.2
1948,4,14.8,4.4,2,42.6,205.2
1948,5,17.5,6.5,0,126,237.1
1948,6,18.5,9.9,0,53.7,124.2
1948,7,21.1,12.1,0,21.7,174.7
1948,8,20.1,11.9,0,87.3,133.7
1948,9,19.1,10.7,0,63.1,146.4
1948,10,14.3,6.4,3,59.3,93.7
1948,11,10.5,4.2,7,38.3,68.6
1948,12,9.1,3.4,5,68.7,65.4
1949,1,8.6,3.1,5,23.4,51
1949,2,10.3,1.6,8,25.8,115.1
1949,3,9,1.7,9,43.2,112.5
1949,4,15.5,6.1,1,33.4,182.5
1949,5,16.7,6.6,0,61.4,233.3
1949,6,21.6,10.3,0,11.7,242.1
1949,7,24.7,12.8,0,23,262.5
1949,8,22.9,12.6,0,37.7,210.3
1949,9,22,12.5,0,58.3,151.1
1949,10,16.3,8.4,2,161.8,125
1949,11,9.9,3.4,5,64.2,76.2
1949,12,9.1,3.3,4,34.6,65.4
1950,1,6.9,1.5,12,14.2,40.6
1950,2,9.5,2.8,5,103.9,67.5
1950,3,12.2,3.6,3,22.3,138.8
1950,4,12.5,4.2,2,54.4,163.7
1950,5,16,7.1,0,55.5,174.1
1950,6,22.1,11.8,0,39.1,244.5
1950,7,20.8,12.5,0,135.5,174
1950,8,20.8,12.2,0,77.6,171.1
1950,9,17.3,10,0,73,112.7
1950,10,13.4,6.6,3,12.9,96.6
1950,11,8.7,4,3,112.3,56.9
1950,12,3.7,-0.7,20,33.3,55.3
1951,1,7.1,2,8,78,48.9
1951,2,6.9,1.4,4,87.5,58.6
1951,3,8,1.6,9,90.2,92.6
1951,4,12,2.9,1,64.8,200.4
1951,5,14.5,6.5,0,53.4,152.1
1951,6,19.7,9.4,0,35.9,251.9
1951,7,22.3,12.1,0,34.2,216.7
1951,8,19.9,11.7,0,93.7,174.7
1951,9,18.8,10.7,0,125.1,110.8
1951,10,13.8,5,4,22.9,105.6
1951,11,11.7,6.2,1,132.1,75.1
1951,12,9,3,5,39.8,69.8
1952,1,6,0.3,13,46.4,94.1
1952,2,6.9,0.3,13,13.3,96.7
1952,3,10.5,3.9,4,61.1,105
1952,4,15.2,5.4,2,41.2,178.2
1952,5,19.1,9.5,0,56.6,207
1952,6,20.5,10.5,0,34,217.6
1952,7,23,12.9,0,7.5,194
1952,8,21.1,12.6,0,108.5,180.5
1952,9,15.7,7.2,0,43,140.3
1952,10,12.9,5.6,4,95.5,105
1952,11,7,1.3,7,96.8,72.1
1952,12,6,-0.6,16,55.2,77.7
1953,1,5.4,0.8,13,21.8,42.5
1953,2,7.3,1.1,11,40.4,75.9
1953,3,10.8,0.3,17,17.2,140.7
1953,4,12.5,3.5,1,53,183.3
1953,5,17.9,8.2,0,42.8,223
1953,6,18.7,10.5,0,40.5,139.7
1953,7,20.4,11.7,0,82.1,203.4
1953,8,21.7,12.2,0,74.1,237.4
1953,9,18.6,10,0,47.3,151.7
1953,10,14,6.5,0,56,84.1
1953,11,11.3,5.9,0,39.7,54.4
1953,12,9.5,5,0,18,28.4
1954,1,5.6,0.3,16,33,75.7
1954,2,6.5,0.2,10,59.7,79.7
1954,3,10.1,2.9,4,64.4,107.9
1954,4,12.8,2.8,5,10.1,202.4
1954,5,15.9,7.2,0,53.3,145.9
1954,6,17.9,10.3,0,92.3,157.1
1954,7,18.6,11.3,0,55.8,157.1
1954,8,19.2,11.3,0,80.1,123.5
1954,9,17.6,9.4,0,66.3,168.8
1954,10,15.8,9.3,1,54.9,94.5
1954,11,10.9,3.8,5,112.2,60.1
1954,12,9.6,4.4,3,51.4,54.5
1955,1,5.4,0.3,13,62.7,40.1
1955,2,4.5,-1.1,18,36.3,86.3
1955,3,7.5,-0.4,19,36.5,161.4
1955,4,14.6,5.6,0,16.6,173.7
1955,5,14.6,6,0,113.5,217.5
1955,6,19.3,10.1,0,107.4,155.3
1955,7,23.7,12.6,0,7.4,268.3
1955,8,24.3,13.6,0,11.5,188
1955,9,19.4,10,0,38.3,153.1
1955,10,13.9,5.4,4,40.1,119.7
1955,11,10.4,3.7,6,35.4,71.5
1955,12,9.4,2.2,6,79.1,47.3
1956,1,6.7,1,13,99.5,50.3
1956,2,2.5,-3.5,21,11.4,78.9
1956,3,10.8,2.2,8,17.3,149.7
1956,4,12.2,2.6,2,48.1,158.7
1956,5,18.2,7.1,0,8.5,246.6
1956,6,17.9,9.6,0,62.7,145
1956,7,20.9,12.5,0,62,168
1956,8,18.4,10.6,0,114.9,161.4
1956,9,18.4,11.1,0,60,94.3
1956,10,13.6,5.8,0,45.9,116.5
1956,11,9.1,2.9,4,19.7,77.9
1956,12,8.2,3.5,10,80.7,18.2
1957,1,8.6,3,4,41,50.8
1957,2,9.1,3.2,6,71.7,83.1
1957,3,13.6,5.9,1,43.1,110.2
1957,4,13.5,5.1,1,9.9,168
1957,5,15.4,6.2,0,42.4,205.6
1957,6,22.2,10.1,0,55.7,297.1
1957,7,21.5,13.4,0,85.4,157.9
1957,8,20.4,12.1,0,95.9,170.5
1957,9,16.9,9.7,0,101.5,102.6
1957,10,15.4,7.6,0,52.6,92.9
1957,11,8.8,3.7,3,50.5,76.4
1957,12,7.4,1.6,10,64.4,62.3
1958,1,6.6,1,11,90.2,54.6
1958,2,9,2.3,8,65.4,55.4
1958,3,7.8,0.9,14,34.6,110.7
1958,4,12.1,3.6,6,27.5,145.2
1958,5,16.4,7.9,0,54.4,196
1958,6,19.1,10.7,0,84.2,145.7
1958,7,20.8,12.3,0,63.6,188.1
1958,8,20.2,12.7,0,67.3,119.6
1958,9,19.3,11.8,0,80.3,118
1958,10,14.4,8.1,0,72.5,93.7
1958,11,9.3,4.2,1,76.7,51.8
1958,12,7.4,2.7,4,83.5,29.5
1959,1,4.9,-0.6,20,94.1,85.8
1959,2,7.1,1.3,12,2.2,65.5
1959,3,11.4,4.1,0,86.6,102
1959,4,14.2,6.3,0,52.2,153.8
1959,5,18.3,7.7,0,25.8,228
1959,6,21,10.9,0,25.2,226.3
1959,7,23.9,12.8,0,64.9,272.7
1959,8,23.3,13,0,44,245.6
1959,9,21.8,9.4,0,5.4,213.9
1959,10,17.3,7.8,0,49.1,144.2
1959,11,10.6,3.7,7,44.9,70.6
1959,12,9.2,3.4,2,124,45
1960,1,6.5,1.6,12,82.3,37.8
1960,2,7.5,1.9,6,50.6,82.3
1960,3,9.8,3.9,1,24.9,78
1960,4,14,4.8,3,16.9,164.9
1960,5,17.8,8.8,0,61.4,182.3
1960,6,21.8,11.9,0,111,274.9
1960,7,19.6,11.9,0,110.1,129.7
1960,8,20,11.4,0,50.5,147.1
1960,9,17.8,9.8,0,104.8,122.8
1960,10,13.8,7.9,0,138.6,60.9
1960,11,10.8,4.7,1,106.1,73.4
1960,12,6.6,2.2,2,107.5,54.5
1961,1,6.6,1.8,5,86.1,43.6
1961,2,10.3,4.9,0,53.4,65.1
1961,3,13.6,3.7,3,4.5,173.2
1961,4,14.4,7,0,75.9,86.9
1961,5,16.3,7.2,0,28,225.2
1961,6,20.9,10.2,0,33.9,231.2
1961,7,21.1,11.9,0,54.3,196.5
1961,8,21.1,12,0,59.1,185.7
1961,9,20.4,11.5,0,56.9,135.8
1961,10,15,7.5,1,67.7,118.2
1961,11,9.2,3.1,6,36.9,63.4
1961,12,5.3,-0.3,18,97.8,76.5
1962,1,7.5,1.6,6,94.7,70
1962,2,7.5,1.6,7,10.3,70.6
1962,3,7.3,-0.7,17,32.4,126.3
1962,4,12,4.5,0,50.7,143.3
1962,5,14.8,7,0,38.6,177.5
1962,6,19.8,9.3,0,5.5,280.3
1962,7,20.2,11.8,0,54.6,137.3
1962,8,19.4,11.6,0,96.1,154.5
1962,9,17,9.5,0,115,142.3
1962,10,14.8,6.8,1,29.6,108.8
1962,11,8.3,2.8,7,55.1,32.7
1962,12,4.2,-1.6,17,50.4,72.6
1963,1,-0.2,-5.8,28,27.9,58.9
1963,2,1.7,-3.1,25,10.4,66.4
1963,3,9.8,3.1,5,75.9,85.8
1963,4,13.2,5.7,0,50.4,119.1
1963,5,15.6,6.9,0,43.6,193.4
1963,6,19.9,11,0,65.9,199.4
1963,7,20.4,11.4,0,48,188.2
1963,8,18.7,11.2,0,81.4,142.6
1963,9,17.6,9.7,0,58,129.7
1963,10,14.8,8.4,0,44.4,78.8
1963,11,11.4,6.3,0,115.4,60.4
1963,12,4.9,0,16,18.6,49.8
1964,1,5.6,1.1,9,13,37.2
1964,2,7.4,2.5,7,22.2,57.3
1964,3,7.2,2.1,7,92.6,65.9
1964,4,12.7,5.6,1,59.5,128.5
1964,5,18.6,9.3,0,44.4,190.8
1964,6,18.6,10.7,0,49.3,156.1
1964,7,22,12.7,0,21.2,214.7
1964,8,21.7,11.8,0,14.6,217.7
1964,9,20.6,9.6,0,15.5,210.4
1964,10,13.3,4.9,2,17.5,134.5
1964,11,10.5,5,1,25,55
1964,12,6.8,0.7,13,43.7,51.1
1965,1,6.4,1.2,14,56,83.7
1965,2,5.6,0.5,13,5.8,31.1
1965,3,10.1,1.8,10,44.2,137.7
1965,4,13.1,4.5,2,49.4,141.6
1965,5,16.3,8.4,0,63.8,179.6
1965,6,19.1,10.8,0,53.4,188.7
1965,7,18.5,11,0,90,122.8
1965,8,20.1,11,0,61.7,181.2
1965,9,16.9,9.1,0,75.4,122.9
1965,10,15.2,7,0,12,109.9
1965,11,8,1.9,11,51.2,77.4
1965,12,8.1,2.4,5,95.5,71.9
1966,1,5,0.8,15,30.8,42.5
1966,2,9,4.6,1,74.9,41.5
1966,3,10.7,3.2,3,9.9,121.5
1966,4,11.1,5,3,81.7,81.5
1966,5,16.3,7.2,0,54,234.9
1966,6,20.8,11.3,0,56.6,199
1966,7,19.8,11.7,0,80.9,149.7
1966,8,19.9,11.1,0,78.8,188.6
1966,9,18.5,10.3,0,52.5,168
1966,10,14.2,7.9,0,122.7,90.4
1966,11,8.3,2.9,4,28,61
1966,12,9.1,3,2,80.4,41.7
1967,1,7.2,2.6,8,35.5,64.2
1967,2,8.9,2.9,5,64.3,88.2
1967,3,11.1,4.2,1,30.7,174.6
1967,4,12,4.7,1,40.4,130.8
1967,5,15.6,7.5,0,85.6,184.2
1967,6,19.5,9.9,0,49.3,232
1967,7,22.7,13.1,0,76.6,234.4
1967,8,20.7,12.3,0,44,167.1
1967,9,17.7,10.9,0,59.4,116.5
1967,10,14.2,8.8,0,121.7,95.1
1967,11,8.9,3,5,29.2,69.2
1967,12,7.1,2,12,63.3,70.6
1968,1,7.3,2,8,57.9,50
1968,2,4.7,-0.1,16,26.8,54
1968,3,10.8,3.6,5,19.5,148.5
1968,4,13,4.4,6,46.1,184.5
1968,5,14.5,6.7,0,66.2,155
1968,6,19.9,11.4,0,69.2,206.6
1968,7,19.7,12,0,141.6,136.2
1968,8,19.4,12.3,0,91.7,124
1968,9,18,11.1,0,108.3,114.9
1968,10,15.8,10.6,0,67.7,66.5
1968,11,8.9,4.6,3,54.5,47.9
1968,12,5.1,1.1,11,63.6,35.9
1969,1,8.6,3.6,6,74.9,40
1969,2,4.2,-0.9,16,39.9,78.1
1969,3,7.3,1.1,8,48.3,70.5
1969,4,13.1,3.7,5,37,221.3
1969,5,16.4,8.3,0,88.8,161.9
1969,6,19.9,9.5,0,20.7,276.9
1969,7,23.2,13.1,0,49,243.8
1969,8,21.3,13.2,0,87.9,157.5
1969,9,17.7,10.8,0,32.8,97.4
1969,10,16.7,9.9,0,5,112
1969,11,9,3.2,5,52,84.6
1969,12,6,1.2,9,72.9,35.6
1970,1,6.6,1.9,10,66.6,34.5
1970,2,6.6,0.6,11,49.2,115.9
1970,3,7.6,0.6,12,45.8,120.8
1970,4,11.3,3.8,3,75.9,132.7
1970,5,18.8,8.7,0,22.9,224.8
1970,6,22.4,11.6,0,43,270.9
1970,7,20.4,11.9,0,42.3,192.4
1970,8,21,12.2,0,51.9,185.6
1970,9,19.4,11.2,0,40.3,157.3
1970,10,15,7.4,0,19.5,106.2
1970,11,11.4,5.6,1,150.3,64.7
1970,12,6.7,1.8,13,33.9,43.8
1971,1,7.2,2.5,7,105.3,42.1
1971,2,7.9,1.5,8,22.1,69.5
1971,3,8.7,2.2,8,42.9,106
1971,4,12,4.3,1,44.8,122.9
1971,5,17.3,7.4,0,46.3,228.9
1971,6,16.7,9.4,0,135.8,143.5
1971,7,23.2,13.1,0,37.3,259.3
1971,8,20.3,12.7,0,133.2,134.2
1971,9,19.5,9.8,0,13.4,166.5
1971,10,15.8,7.4,0,74.2,135.2
1971,11,9.8,3,7,61.3,102
1971,12,8.7,4.6,3,24,29.8
1972,1,6.4,2,6,60.5,41.8
1972,2,7,2.5,1,50.8,27.3
1972,3,11.8,2.8,4,63.2,144
1972,4,12.2,5.4,0,45.8,117.6
1972,5,15.1,7.4,0,49.8,141.9
1972,6,16.6,8.8,0,55.8,150.4
1972,7,21,11.8,0,23.3,168.7
1972,8,20.7,11.6,0,29.8,160.9
1972,9,16.5,8.3,0,31,129.1
1972,10,14.8,7.4,0,25.9,91.6
1972,11,9.5,3.8,7,65.8,80.6
1972,12,8.7,3.5,2,74,47.6
1973,1,6.8,2.1,10,24.4,38.8
1973,2,7.7,1.3,11,15,74.1
1973,3,11,2.1,4,10.8,150.7
1973,4,12.1,4.2,2,42.4,167.7
1973,5,16.2,8.1,0,71.2,168
1973,6,20.9,10.9,0,109.3,249.5
1973,7,20.8,12.2,0,60,171.1
1973,8,22.5,12.8,0,28.8,192
1973,9,19.7,11,0,32.7,153.9
1973,10,12.8,5.5,1,40.8,95.1
1973,11,9.8,3.2,10,28.3,89.1
1973,12,8.3,2.3,8,30.9,62.9
1974,1,9.3,3.6,3,65,56.3
1974,2,8.7,3.1,4,77.7,58.3
1974,3,9.3,2.4,6,36.7,101.7
1974,4,13,3.8,0,4.2,142.1
1974,5,16.1,6.8,0,31.6,191.4
1974,6,19.1,10.1,0,78.7,206.2
1974,7,20.1,12.2,0,41.7,187.8
1974,8,20.6,11.3,0,97.2,198.7
1974,9,16.5,9.1,0,156.1,146.5
1974,10,11,4.9,1,66.4,105.4
1974,11,10.1,5,0,95.1,52.9
1974,12,10.6,5.9,0,33.4,58.8
1975,1,9.8,4.6,1,69.4,44.7
1975,2,7.9,1.8,4,29.7,57.8
1975,3,7.8,2.5,6,95.2,72.7
1975,4,12.8,5.3,4,46.9,131.4
1975,5,14.3,6.4,0,49,159.1
1975,6,21.5,9.4,0,18,301
1975,7,23.8,13.4,0,34.1,242.4
1975,8,25.1,14.1,0,30.2,218.6
1975,9,18.7,9.9,0,95.3,147
1975,10,14.2,6.5,1,11,120.7
1975,11,9.8,2.5,7,37.9,85.1
1975,12,7.5,1.7,10,21.7,34.4
1976,1,8.5,3.4,8,18.9,70.3
1976,2,7.5,2.3,8,18.8,42.6
1976,3,9,1.7,11,16,107.8
1976,4,12.9,4.1,4,8.1,148.7
1976,5,17.8,8.3,0,44.2,172
1976,6,24.4,12.6,0,17.1,261.4
1976,7,25.9,13.2,0,14.3,254.2
1976,8,24.4,11.4,0,23.9,257.4
1976,9,18.1,10.5,0,90.7,118.2
1976,10,14.1,8.3,0,99.5,43.6
1976,11,9.2,3.4,5,55.9,54.1
1976,12,4.6,-0.4,13,101.8,58.6
1977,1,5.4,0.7,11,75.9,35.4
1977,2,8.9,3.3,4,114.4,74.4
1977,3,10.5,4.3,4,59.8,87.2
1977,4,11.6,3.8,4,40.7,157.9
1977,5,15.7,6.1,0,43.1,217.5
1977,6,16.7,8.5,0,86.9,123.2
1977,7,21,12,0,5.8,193.6
1977,8,19.7,12.2,0,129,123.4
1977,9,17.5,10.4,0,7.8,101.8
1977,10,15.4,8.3,0,32.8,107.3
1977,11,9.6,3.8,7,46.6,102.4
1977,12,8.9,3.9,2,67.8,45.2
1978,1,6.2,0.7,11,68.2,53.6
1978,2,5.5,0.4,15,45.6,58.9
1978,3,10.8,3.3,3,52.3,128.1
1978,4,10.2,3.3,5,45.2,113.6
1978,5,17,7.1,0,48.5,202.8
1978,6,19.1,9.6,0,39.9,171.7
1978,7,20,11.5,0,82.4,146.4
1978,8,20.2,11.4,0,32.6,157.4
1978,9,19.1,10.6,0,24.4,159.3
1978,10,16.2,8.1,0,5.4,87.5
1978,11,11.6,5.5,5,22.8,77.3
1978,12,7.1,2.2,12,109.5,34.3
1979,1,3.2,-3.1,23,56.8,72
1979,2,3.8,-0.9,18,56.2,67.3
1979,3,8.4,2.1,2,110.3,92.9
1979,4,12.3,4.8,3,38.9,126.4
1979,5,15.2,6.8,2,124.8,190.9
1979,6,19,10.7,0,43.6,166.6
1979,7,22.5,13,0,16.6,192.2
1979,8,20.3,11.7,0,60.8,167.4
1979,9,18.6,9.6,0,17,171
1979,10,15.5,8,0,59.8,117
1979,11,10.5,3.9,4,39.4,70
1979,12,8.9,3.8,3,127.7,59.7
1980,1,5.3,-0.3,15,36.7,84
1980,2,9.5,3.2,5,39.8,58.8
1980,3,8.5,2.3,7,69.8,86.7
1980,4,13.7,4.9,0,14.1,165.4
1980,5,16.6,6.3,1,35.5,228.7
1980,6,19,10.7,0,89.4,186.7
1980,7,19.7,11.2,0,59.5,168.9
1980,8,21.2,12.8,0,63.6,169
1980,9,19.2,12.2,0,65.6,136.4
1980,10,13,6,0,84.9,111.8
1980,11,9.1,4.4,3,42.5,61.4
1980,12,8.5,2.9,7,32.9,64.4
1981,1,7.3,2.4,8,39.2,50.9
1981,2,6.2,0.2,15,20.9,75.3
1981,3,11.1,6.4,0,129.7,57.8
1981,4,12,4.4,2,43.9,110.4
1981,5,15.7,8.2,0,87.7,98.3
1981,6,18.1,10.4,0,26.1,122.8
1981,7,21.3,12.3,0,34,129
1981,8,22.2,12.7,0,38.8,199.8
1981,9,19.8,11,0,92.5,157.3
1981,10,12.3,5.7,1,64.7,101.9
1981,11,10.8,4.9,2,31.4,43.7
1981,12,3.6,-2,18,74,57.5
1982,1,5.5,-0.1,13,57.2,55
1982,2,7.9,2.7,5,32,33.8
1982,3,10.3,2.9,2,96.2,144.7
1982,4,13.8,4.9,0,27.4,164.4
1982,5,17.5,7.2,1,35.9,187.2
1982,6,21.3,12.7,0,69.4,148.4
1982,7,22,12.8,0,23.5,151.4
1982,8,21.2,12.9,0,37.9,159.8
1982,9,20.1,10.6,0,51.9,141
1982,10,13.6,7.8,0,83.4,66.3
1982,11,10.8,6.1,4,77.3,68.5
1982,12,7.7,1.9,9,62.4,60.4
1983,1,9.8,4.7,2,45.7,54.9
1983,2,4.8,-0.7,17,23.8,74
1983,3,10.3,3.3,4,42.5,89.5
1983,4,11.8,3.7,2,89.5,150.5
1983,5,14.8,7.8,0,106.3,126.8
1983,6,19.6,11,0,19.4,180.3
1983,7,26.8,15.4,0,21.7,257.5
