yyyy,mm,tmax,tmin,af,rain,sun
1983,8,23.5,13.3,0,24,214.5
1983,9,18,11.1,0,59.4,92.4
1983,10,14.3,7.7,1,53,119.7
1983,11,10.4,5.2,6,42.6,44.3
1983,12,8.7,3.2,8,49.8,62.9
1984,1,7.5,1.5,7,81.5,86.1
1984,2,6.4,1,7,35.4,66
1984,3,8.2,2.4,1,50.3,48.8
1984,4,13.9,3.4,5,1.6,236.8
1984,5,14.5,6,0,72,143.4
1984,6,20.8,10.8,0,30,244.3
1984,7,23.9,12.2,0,13.6,249.4
1984,8,23.6,13.6,0,32.7,199.8
1984,9,17.9,11.2,0,91.1,99.6
1984,10,15,8.6,1,54.4,88.6
1984,11,11.3,6,0,101.6,53.8
1984,12,8.3,2.7,8,44.5,57.6
1985,1,3.9,-1.9,22,44.4,51.1
1985,2,5.5,-0.8,15,34.7,78
1985,3,8.9,1.4,10,36.7,112.4
1985,4,13.1,5.1,3,32.7,138.3
1985,5,15.7,7.3,0,80.5,178.3
1985,6,17.5,9,0,122.5,165
1985,7,21.6,12.7,0,45.8,216
1985,8,19,12.1,0,67,164.9
1985,9,19.4,11.2,0,19.4,143.3
1985,10,14.5,7.9,0,29.1,100.8
1985,11,7.4,1.7,10,41.1,86.1
1985,12,9.4,5.1,5,108.1,44.2
1986,1,6.7,1.1,9,67.3,76.4
1986,2,1,-4.1,24,7.3,71.2
1986,3,9.2,2.1,4,58,127.3
1986,4,10.2,3.1,2,70.4,139.6
1986,5,15.7,8,0,70.7,205.6
1986,6,20.6,10.5,0,22.3,222.7
1986,7,21.5,12.8,0,37.1,201.2
1986,8,18.4,11,0,114.3,147
1986,9,16.6,7.5,0,39,171.6
1986,10,15.3,7.8,0,75.1,119.7
1986,11,11.4,5.4,0,78.4,77.9
1986,12,9.2,3.8,1,64.2,64.8
1987,1,3,-1.4,20,9.9,68.8
1987,2,7.1,1,13,34,67.8
1987,3,8.2,1.5,13,53.9,111.6
1987,4,15.2,6.6,0,51.4,158.7
1987,5,15.2,6.5,0,48.7,168.7
1987,6,17.8,10.4,0,86,129.3
1987,7,21.2,12.7,0,29.3,179.4
1987,8,21,12.5,0,34,158.2
1987,9,18.6,10.9,0,25.4,132.3
1987,10,14,6.7,1,138.8,109.5
1987,11,9,4.3,2,58.2,43.9
1987,12,8,3.7,7,26,42.9
1988,1,8.1,3.3,4,100,47.7
1988,2,8.1,2.3,5,33.8,103.7
1988,3,10.2,3.8,4,59.1,85.2
1988,4,12.6,4.6,3,30.2,132
1988,5,17.1,7.8,0,32,178.1
1988,6,18.7,10.3,0,59.6,142.3
1988,7,18.9,11.6,0,96.5,138.8
1988,8,20.4,11.9,0,38.8,178.8
1988,9,17.9,10.4,0,39.6,136.9
1988,10,14.5,8,2,38.6,120
1988,11,9.1,1.6,15,29.5,91.4
1988,12,10.1,5.4,0,13.4,46.7
1989,1,9.1,3.6,5,33.4,68.2
1989,2,9.9,3,4,55.1,107
1989,3,12,4.6,1,47,100.9
1989,4,11,3.6,1,63.8,133.9
1989,5,19.7,8.6,0,29.2,300.8
1989,6,20.8,10.5,0,45.9,244.4
1989,7,24.9,14,0,29.4,280.4
1989,8,23.4,12.4,0,43.3,269.5
1989,9,19.9,11.9,0,23.8,141.6
1989,10,15.9,8.9,0,53.9,90.8
1989,11,9.8,3.2,7,32.5,104.1
1989,12,8.2,3.3,4,141.5,26.5
1990,1,10,4.5,1,75,58.3
1990,2,11.3,5.3,0,94.2,95.7
1990,3,12.7,5,2,18.4,144.1
1990,4,13.7,3.3,5,20.4,234.4
1990,5,19.2,7.8,0,8.7,285
1990,6,18.2,10.7,0,48.8,121.1
1990,7,23.8,12.2,0,17.7,268.5
1990,8,24.7,14,0,26.5,236.6
1990,9,18.7,9.4,0,41.1,164.7
1990,10,15.8,9.3,0,45.9,124.4
1990,11,9.8,4.3,1,20,83.7
1990,12,6.9,1.7,10,56.3,58.8
1991,1,6.4,1.2,8,60.9,66.9
1991,2,4.7,-1.6,18,20.5,60
1991,3,11.5,5.1,2,46.1,87.2
1991,4,12.2,4.6,1,56.3,156.6
1991,5,15.3,7.4,0,8.6,142.9
1991,6,16.8,9,0,74.8,150
1991,7,22.2,13.7,0,92.8,217.3
1991,8,23.2,13.3,0,11.6,241.4
1991,9,20.2,10.6,0,42.9,165.4
1991,10,13.4,7.3,0,34.2,79.4
1991,11,9.9,4.5,2,62.2,57.4
1991,12,7,1.6,11,15.9,58.4
1992,1,5.9,1.5,12,30.4,46.8
1992,2,8.9,2.1,8,22,67.3
1992,3,11,4.8,1,47.7,73.3
1992,4,13.2,5.6,2,57.7,139.2
1992,5,19.7,9.1,0,62.2,262.7
1992,6,21.4,11.7,0,43.4,212.2
1992,7,21.1,13.5,0,70.1,164
1992,8,20.3,12.8,0,108.9,173.6
1992,9,17.6,10.8,0,106.9,120.2
1992,10,11.2,5.2,2,75.7,101.3
1992,11,10.9,4.7,0,119.9,61.5
1992,12,6.4,1.3,11,50.7,47.2
1993,1,9.6,3.5,5,82.4,38
1993,2,7.1,2.4,4,7.1,54.7
1993,3,11,3.9,3,32.7,135
1993,4,13.2,6.6,0,69.2,111.9
1993,5,16.6,8,0,56.6,196.7
1993,6,20.7,11.5,0,40.1,231.4
1993,7,20.8,12.3,0,51.3,190
1993,8,20.5,11.1,0,26.7,238.3
1993,9,16.7,9.3,0,96.1,107.7
1993,10,11.9,6,3,112.4,120
1993,11,8,2.6,8,51,76.3
1993,12,8.7,3.4,4,98,55
1994,1,8.5,3.3,2,82.2,87
1994,2,6.7,1.3,8,62.4,77.6
1994,3,11.7,5.3,0,41.9,127.6
1994,4,12.5,5.1,0,52,177.7
1994,5,15.3,7.6,0,84.5,162.1
1994,6,20.6,11,0,13.5,254.9
1994,7,24.8,13.8,0,54.2,248.3
1994,8,21.1,13,0,52.5,191.8
1994,9,16.6,10.4,0,62.6,113.1
1994,10,14.1,6.9,0,67.4,137.5
1994,11,12.7,8.4,0,55.7,46.7
1994,12,9.6,3.9,5,74.6,68.2
1995,1,8.5,2.2,7,116.3,61.8
1995,2,10.4,4.4,1,66,74.9
1995,3,10.5,2,6,49.3,198.7
1995,4,14.3,5.4,3,18.9,190.1
1995,5,17.8,7.8,0,54.1,233.5
1995,6,20,10.4,0,6.6,194.4
1995,7,25.1,13.9,0,37.8,247.6
1995,8,26.4,13.9,0,4.4,285.1
1995,9,18.3,10.3,0,98.8,135.3
1995,10,17.3,10.3,0,33.2,139.9
1995,11,11.3,5.2,5,98.2,78.1
1995,12,4.6,0.2,15,99.8,40.9
1996,1,6.6,3.1,7,35.5,29.3
1996,2,6.2,-0.1,17,60.8,103.4
1996,3,8.4,1.8,9,27.1,76.4
1996,4,13.8,4.8,5,49.3,148.3
1996,5,14.1,5.6,1,35.7,185.7
1996,6,21.2,10.2,0,23.7,290.7
1996,7,23.3,12.7,0,25.5,256.6
1996,8,22.4,12.5,0,53.1,211.6
1996,9,18.4,10.3,0,16.1,125.3
1996,10,15.8,8.6,0,33,130.8
1996,11,9.6,2.9,10,81.6,101
1996,12,5.5,0.9,13,16.2,55.5
1997,1,5.1,-0.2,16,11.9,51.4
1997,2,10.4,4.2,3,76.5,64.2
1997,3,13.3,5.5,0,7.2,150.2
1997,4,14.5,4.9,2,17.5,189.9
1997,5,17.4,7.4,1,61.2,261.4
1997,6,18.9,11.3,0,66.7,137.1
1997,7,22.8,12.9,0,25.4,231.7
1997,8,24.9,15.7,0,104.2,172
1997,9,19.7,10.7,0,18.5,169.7
1997,10,14.9,6.6,6,57.2,153.8
1997,11,11.7,6.1,1,94.6,47.1
1997,12,9,3.6,6,58.7,55.7
1998,1,8.3,2.9,9,60,64
1998,2,11.5,4.1,4,8.7,113
1998,3,11.8,5.4,1,57.4,77.5
1998,4,11.9,5.1,1,107.7,105.8
1998,5,18.7,9.1,0,20.9,199.8
1998,6,19.1,11.5,0,75.9,114
1998,7,21,12.4,0,29.5,157
1998,8,22.4,11.9,0,26.8,225
1998,9,19.6,11.8,0,119.4,133.8
1998,10,14.4,8.2,0,116.4,94.5
1998,11,9.3,2.2,7,69.9,66.3
1998,12,9.4,3.2,8,72.7,38.1
1999,1,9,3.4,4,91.9,51.1
1999,2,8.6,2.9,5,32.9,81.3
1999,3,11.6,4.8,1,28.8,97.4
1999,4,14.3,6.1,2,57.6,147.6
1999,5,18.2,9.7,0,50.9,153.6
1999,6,19.7,10.1,0,65.3,202.1
1999,7,24.2,13.3,0,7.2,235.4
1999,8,21.6,12.9,0,98.3,159.2
1999,9,20.8,12.4,0,102.1,155.2
1999,10,15.1,7.1,0,70.8,144.8
1999,11,10.8,5.3,0,41.1,81.1
1999,12,8.3,1.7,9,89.8,60.9
2000,1,8.1,2,9,19.8,82.1
2000,2,10.2,3.8,3,78.3,104.9
2000,3,11.7,4.2,2,11.9,112.6
2000,4,12.4,4.8,2,137.2,143.4
2000,5,17.2,8.6,0,67.7,189.8
2000,6,20.5,12.2,0,19.4,164.6
2000,7,20.8,12.3,0,28.5,161.2
2000,8,22.7,13.3,0,58.3,209.4
2000,9,19.2,12.1,0,87.2,126.1
2000,10,14.3,8.2,0,119.5,83.9
2000,11,10.6,4.8,0,99.1,69.2
2000,12,8.6,4.2,7,99.8,51.9
2001,1,6.4,1.2,13,57.4,83.3
2001,2,8.8,2,10,68.6,85
2001,3,9,3.1,5,75.1,74.1
2001,4,12.9,4.8,0,72.7,148.2
2001,5,18.5,7.9,0,35.5,198.3
2001,6,20.7,10.6,0,23.1,226.8
2001,7,23.4,13.4,0,57.2,206.1
2001,8,22.7,12.9,0,92,184.1
2001,9,17.9,10.5,0,35,123
2001,10,17,11.1,0,92.4,100.9
2001,11,11.2,3.9,5,38.5,86.9
2001,12,6.8,0.2,17,29.5,79.2
2002,1,9.2,3.4,5,57.4,44.4
2002,2,11.1,4.4,3,70.9,80.5
2002,3,12.4,4.6,3,33,101.1
2002,4,15.2,5.2,0,43,210
2002,5,16.8,8.4,0,58.3,177.5
2002,6,20,10.3,0,42.4,163.3
2002,7,22.1,12,0,89.6,178.8
2002,8,22.8,12.9,0,53.2,166.2
2002,9,19.7,10,0,24.8,167.1
2002,10,14.8,7.1,1,109.4,104.8
2002,11,11.8,6.4,0,133.4,52.3
2002,12,8.9,4.1,4,98.1,41.3
2003,1,7.6,1.8,11,81.4,87.7
2003,2,8.4,0.6,15,17.3,94.4
2003,3,13.3,2.7,8,25.2,154.8
2003,4,15.3,4.6,5,36.8,169.8
2003,5,17.5,8.1,0,48.1,191.2
2003,6,22.4,11.8,0,55.5,213.6
2003,7,23.7,13.4,0,53.8,192
2003,8,25.5,13.5,0,3,228.4
2003,9,21.3,8.1,0,17.4,175.3
2003,10,14,3.9,5,31.7,134.8
2003,11,12,5.7,1,89.6,78.9
2003,12,8.7,1.8,10,70.7,53.6
2004,1,8.8,2.7,9,66.1,62.7
2004,2,8.7,2.9,11,25.5,79.1
2004,3,10.9,3.4,2,51.8,101.5
2004,4,14.7,6.2,0,68.8,150.3
2004,5,18,8.6,0,41.1,195.5
2004,6,21.8,12,0,23.8,223.6
2004,7,22,12.2,0,83.1,169.5
2004,8,23.4,14.2,0,135,194.1
2004,9,20.1,11.7,0,28.9,174.4
2004,10,14.7,8.6,0,131.4,102.4
2004,11,10.9,5.8,1,34.2,52.4
2004,12,8.6,2.8,6,37.7,58.3
2005,1,9.4,3.8,2,18.2,65.4
2005,2,7.3,2.1,10,20,66.3
2005,3,11.2,4.7,6,44.5,79.3
2005,4,14.3,5.7,1,50.2,136.3
2005,5,17.2,7.6,0,31.5,226.4
2005,6,21.6,12,0,93.4,177.6
2005,7,22.3,13.4,0,34.9,192
2005,8,23.1,12.2,0,31.3,235.7
2005,9,20.9,11.9,0,38.5,155.4
2005,10,17.1,10.9,0,53.4,92
2005,11,9.9,3.1,11,38.6,88
2005,12,7.7,1.8,11,50.2,55.7
2006,1,7.2,2.2,8,16.6,54.9
2006,2,6.6,0.8,12,33,73.1
2006,3,9.2,2,10,59.3,95.5
2006,4,13.9,5.4,2,36.3,152.5
2006,5,17.6,9,0,104.7,165.7
2006,6,23.1,11.7,0,5.3,246.2
2006,7,27.1,14.9,0,87.3,303.7
2006,8,21.8,13.1,0,58.7,167.2
2006,9,22.1,13.5,0,90.8,156.5
2006,10,17.2,10.6,0,118,109
2006,11,12.1,5.1,4,86.4,101.2
2006,12,9.4,4.3,6,68.7,42.7
2007,1,10.4,4.8,4,73.3,79.8
2007,2,9.7,3.7,7,81,67.6
2007,3,12,3.7,2,36.9,165.4
2007,4,17.8,5.6,0,1.8,210.7
2007,5,17.5,7.1,0,135.2,165.5
2007,6,20.5,11.3,0,78.8,149
2007,7,20.6,12.2,0,105.5,195.1
2007,8,21.7,12,0,38.2,209.2
2007,9,19.2,10.3,0,17.7,142.6
2007,10,15.1,7.9,0,68.9,102.5
2007,11,11.3,4.3,4,56,86.9
2007,12,8.3,2.4,11,60.6,57.2
2008,1,10.3,4.7,0,81.6,62.4
2008,2,10.5,1.7,11,16.9,124.1
2008,3,10.6,3.5,2,90.3,115.2
2008,4,13.1,4.7,3,46.9,161.2
2008,5,18.7,9.5,0,106.6,173.2
2008,6,20.1,11.1,0,67.3,223.8
2008,7,22,12.8,0,90,198.5
2008,8,20.8,13.9,0,77,141.8
2008,9,17.8,10.2,0,73.5,113.5
2008,10,14.6,5.7,1,39.3,132.2
2008,11,10.1,4.8,3,94.2,67
2008,12,6.9,1.3,11,37.3,73.5
2009,1,6.3,0.2,16,47.8,69.3
2009,2,7.9,2,10,54.5,64.5
2009,3,12.4,3.2,3,20.2,161.4
2009,4,15.6,6.1,0,36,168.4
2009,5,18.2,8.3,0,44.8,226.1
2009,6,22,10.7,0,49.3,203.3
2009,7,22.4,13.1,0,72.8,212.3
2009,8,22.7,13.3,0,46.6,190.6
2009,9,20.2,10.6,0,9,163.7
2009,10,16.2,8.4,0,44.4,109.7
2009,11,12.5,7,0,105.2,73.5
2009,12,6.8,0.8,12,89.9,61.5
2010,1,4.7,-1,17,56.4,68.2
2010,2,7.1,1.3,7,79.8,59.3
2010,3,11.3,3.2,8,47.6,130.2
2010,4,15.8,4.9,0,25.5,209.5
2010,5,17.6,7.3,0,28.6,207.4
2010,6,23,11.1,0,34.5,230.5
2010,7,23.9,14.2,0,17.9,181
2010,8,21.4,12.1,0,146.2,141.7
2010,9,18.8,10.3,0,52.5,123.1
2010,10,14.5,7.4,2,43.4,123.5
2010,11,8.2,2.9,10,38.6,53.6
2010,12,2.7,-2.2,25,32.7,25.8
2011,1,7,1.9,12,58.8,49.3
2011,2,10.4,4.4,1,49.3,34.2
2011,3,12.4,3.2,5,9.3,141.5
2011,4,19.4,7.3,0,0.5,211.4
2011,5,18.9,8.4,0,42.5,208.7
2011,6,19.3,10.2,0,54.1,188.5
2011,7,21.4,10.2,0,43.1,179.4
2011,8,20.7,11.4,0,65.6,157.8
2011,9,20.7,10.7,0,31.8,151.7
2011,10,17.2,9.5,0,26.3,130.6
2011,11,13.5,6.3,1,28.4,64.8
2011,12,9.3,3.1,4,71.2,62.6
2012,1,9.8,3.6,6,34.6,85.7
2012,2,7.3,1.2,12,21.3,71.7
2012,3,14,3.6,2,24.3,164.3
2012,4,12.6,4.6,2,143,135.1
2012,5,17.7,9.7,0,55.5,185.6
2012,6,18.9,11.6,0,151.7,128.3
2012,7,20.5,12.6,0,100,178.2
2012,8,21.8,13.6,0,85.6,168.4
2012,9,18.4,9.2,0,57.6,173.2
2012,10,13.4,7.1,0,124.2,85.5
2012,11,10.1,4.2,1,83.3,74
2012,12,8.6,2.6,9,103.3,61.7
2013,1,6.4,1.9,14,58.5,47.8
2013,2,6.2,0.9,5,47.4,72.3
2013,3,6.3,0.2,16,76.6,60.7
2013,4,12.9,3.9,6,24.8,177
2013,5,15.9,6.7,0,66.2,193.6
2013,6,19.3,10.2,0,17.3,181.3
2013,7,25.5,13.9,0,45.7,297.3
2013,8,23.1,13.1,0,19.3,205.9
2013,9,19,9.9,0,40.6,123.1
2013,10,16.3,9.9,0,86.5,101.8
2013,11,9.9,3.8,2,55.2,85.7
2013,12,10,3.6,0,97.7,63.6
2014,1,9.3,3.5,3,146.9,77.7
2014,2,9.7,4.2,0,90.1,97.4
2014,3,12.8,3.5,2,39.2,135.6
2014,4,15,6.4,0,50.2,149.5
2014,5,17.1,8.9,0,90.3,185.7
2014,6,21.5,11.8,0,36.9,236.3
2014,7,24.9,13.5,0,45.5,264.6
2014,8,20.8,11.7,0,85.6,190.5
2014,9,21.1,11.4,0,4.1,143.7
2014,10,16.8,9.9,0,65.6,116.9
2014,11,11.5,5.7,2,98.6,60.9
2014,12,8.7,2.4,9,44,96.9
2015,1,8.4,1.6,10,53.6,81
2015,2,7.5,1,10,46.2,80.8
2015,3,11.4,3.3,1,25.6,122.9
2015,4,15.9,4.5,0,22.5,214.1
2015,5,16.8,7.7,0,55.6,183.3
2015,6,21.1,10.2,0,28.9,242.9
2015,7,22.6,12.5,0,47.8,201
2015,8,21.3,13,0,57.2,135.3
2015,9,18.4,8.9,0,36.8,164.3
2015,10,15.1,7.9,0,45,84.1
2015,11,13.1,7.3,2,65.3,33.8
2015,12,13.4,8.3,0,62.9,38.3
2016,1,9.4,3,5,83.9,59.1
2016,2,9.1,2.7,6,47.6,112.9
2016,3,10.2,2.2,4,74.2,123.8
2016,4,12.9,4,1,53.1,163.7
2016,5,18.4,8.7,0,86.1,202.9
2016,6,20,11.9,0,95.7,100.4
2016,7,23.3,13.8,0,3.4,227.6
2016,8,23.5,13.6,0,41.2,204.5
2016,9,20.9,13,0,44.6,113.2
2016,10,15.1,7.3,0,26.5,112.2
2016,11,9.4,3.3,3,76.1,88.3
2016,12,9.6,3,10,25.8,62.3
2017,1,7.3,0.8,16,62.8,64.6
2017,2,9.5,4,1,42.8,58.4
2017,3,13.7,5.8,0,43.1,115.6
2017,4,15.1,4.7,0,5.4,174.6
2017,5,19,9.4,0,63.6,169.4
2017,6,22.7,12.9,0,29.7,213.3
2017,7,23.3,13.9,0,62.3,179.2
2017,8,21.4,12.6,0,62.8,176.1
2017,9,18.5,10.4,0,64.6,119.4
2017,10,16.1,9.7,0,17.1,97.7
2017,11,10.7,3.8,3,48.4,99.6
2017,12,8.3,2.6,10,74.2,55.5
2018,1,8.9,3,4,59.1,67.7
2018,2,6.4,0.3,14,24.1,117.6
2018,3,9.1,2.5,6,87.4,79
2018,4,14.2,7.5,0,52.8,121.5
2018,5,19.9,8.6,0,80.8,234.1
2018,6,22.8,11.6,0,2.5,252.2
2018,7,27.4,14.2,0,23.2,280.9
2018,8,23.4,13.2,0,43.2,198.6
2018,9,20.4,10,0,30.3,169.8
2018,10,15.6,7.3,2,50.1,117.3
2018,11,11.7,5.5,2,61.9,82.7
2018,12,10.2,4.7,3,71.8,53.8
2019,1,7.2,1,16,28.6,50
2019,2,11.8,2.3,8,36,127.8
2019,3,12.7,5.1,0,37.7,128.3
2019,4,15.1,4.3,5,21.7,158.2
2019,5,18,7.2,0,21.3,203.6
2019,6,20.4,10.7,0,99.5,165.4
2019,7,24.5,13.7,0,42.9,212.4
2019,8,23.9,13.2,0,46.9,215.4
2019,9,20.6,10.4,0,77.9,176.5
2019,10,14.5,7.3,0,119.9,83.7
2019,11,9.6,4.1,3,105.6,55.3
2019,12,9.4,3.6,5,88.1,72.7
2020,1,9.6,4.5,3,50,71.5
2020,2,10.5,3.6,3,94.6,88.8
2020,3,11.4,3,4,39.9,158.7
2020,4,17.8,5.4,1,42.9,232.2
2020,5,20.4,7.6,1,3.5,322.8
2020,6,21.6,11.6,0,67.1,206.1
2020,7,22.5,12.7,0,55.2,201.7
2020,8,23.5,14.5,0,113.7,172.1
2020,9,20,10.2,0,26.6,174.7
2020,10,14.2,8.3,0,185.3,72.4
2020,11,11.9,6,5,35.4,62.4
2020,12,8,3.1,7,99.4,60.7
2021,1,6.6,1.3,13,114.6,41.8
2021,2,8.9,2.6,8,55.2,73.7
2021,3,11.6,3.9,1,29.5,105.8
2021,4,12.5,1.6,8,27.1,213.3
2021,5,15.7,6.6,0,94.5,159.4
2021,6,21.4,12.2,0,68.4,181.8
2021,7,23.7,14.2,0,67.7,210.4
2021,8,21,13,0,34.8,143.3
2021,9,21.6,12.1,0,43.6,148.8
2021,10,16.2,9.7,0,92.2,104.5
2021,11,10.9,4.3,4,18.2,73
2021,12,9.8,4.9,2,67.1,33.4
2022,1,8.4,1.4,12,19.9,86.5
2022,2,11.1,4.1,0,62.7,99.1
2022,3,12.7,4,2,40.9,154.3
2022,4,15.3,4.7,3,13.8,182.7
2022,5,19,9.7,0,41.9,202
2022,6,21.7,11,0,50.2,256.8
2022,7,25.9,13.8,0,7.1,228.9
2022,8,26.4,14.3,0,4.3,247.4
2022,9,20.3,11.2,0,55.2,128.8
2022,10,17.9,9.7,0,78.7,160
2022,11,12.8,7.6,0,106.6,84.4
2022,12,7.2,0.8,12,66.8,61.3
